nickname,time,Post,Bag Of Words,Label
user1486723488,Fri 10-Feb-17 11:27:29,"It's been a major flashback reading your threads. I just want to tell you that if you want to, you will get past it. The cravings, the triggers, the comedowns, the can't turn em down freebies, the ""OHFKWOTDIDIDONSAY"" moments. They fade. I promise. Takes a little work distracting yourself sometimes, but you can. And kids matter. You promise them better than you offered yourself, right? Some of us didn't make it. . I think you need to know that. It was never deliberate. But many of us are still here and life is pretty cool. We may be ageing disgracefully, but ...hey, we earnt it!  You learn to do other things with your life, toot... not so much. We even ended up as mums. You cannot imagine how unlikely that seemed to us at times.If you want a blast from the future...telling your kids ain't easy. They notice you know, even when you think they don't. That's a bugger when you find that out. We all thought we were so discrete, but turns out we weren't. (No surprise really, they heard us whittering on, all night, and sat on the stairs to listen.  )Clean? I don't know. If someone polished a granite surface right now (no names mentioned!) ....I dunno. Not been in that place for years. That was a choice I made, and others around me.....we got pregnant, travelled, or got fat jobs, so other stuff became more important, took over our days and nights, gave us other things to think about. Things to do.I just am dropping in to say, I am here to prove you can leave it in your past - till you spot a MN thread and spend days reliving it, wondering! But nah! I hate those fkn comedowns and boy, can I talk shite with the best of ya?! You are all doing great, and if anyone ever needs an armband chucking in, I am here, with my snorkel and a spare surfboard strapped to my chest to stop me being tempted help.","It's been a major flashback reading your threads. I just want to tell you that if you want to, you will get past it. The cravings, the triggers, the comedowns, the can't turn em down freebies, the ""OHFKWOTDIDIDONSAY"" moments. They fade. I promise. Takes a little work distracting yourself sometimes, but you can. And kids matter. You promise them better than you offered yourself, right? Some of us didn't make it. . I think you need to know that. It was never deliberate. But many of us are still here and life is pretty cool. We may be ageing disgracefully, but ...hey, we earnt it!  You learn to do other things with your life, toot... not so much. We even ended up as mums. You cannot imagine how unlikely that seemed to us at times.If you want a blast from the future...telling your kids ain't easy. They notice you know, even when you think they don't. That's a bugger when you find that out. We all thought we were so discrete, but turns out we weren't. (No surprise really, they heard us whittering on, all night, and sat on the stairs to listen.  )Clean? I don't know. If someone polished a granite surface right now (no names mentioned!) ....I dunno. Not been in that place for years. That was a choice I made, and others around me.....we got pregnant, travelled, or got fat jobs, so other stuff became more important, took over our days and nights, gave us other things to think about. Things to do.I just am dropping in to say, I am here to prove you can leave it in your past - till you spot a MN thread and spend days reliving it, wondering! But nah! I hate those fkn comedowns and boy, can I talk shite with the best of ya?! You are all doing great, and if anyone ever needs an armband chucking in, I am here, with my snorkel and a spare surfboard strapped to my chest to stop me being tempted help.",False
ILostItInTheEarlyNineties,Fri 10-Feb-17 11:43:28,"Thank you, user or should I say Non User?  It's great to hear your positive story and I think we're all aiming to (like you) get to a point in our lives where the White stuff isn't an issue anymore and doesn't have a hold over us.It's just getting there that's bloody difficult but we'll keep practicing and inching forwards. googling last minute rooms in Tibetan monasteries  oh flat . You've done a clean weekend before, you can do it again. Keep faith in yourself  We can do this.","Thank you, user or should I say Non User?  It's great to hear your positive story and I think we're all aiming to (like you) get to a point in our lives where the White stuff isn't an issue anymore and doesn't have a hold over us.It's just getting there that's bloody difficult but we'll keep practicing and inching forwards. googling last minute rooms in Tibetan monasteries  oh flat . You've done a clean weekend before, you can do it again. Keep faith in yourself  We can do this.",False
flatwhite45,Fri 10-Feb-17 12:32:23,"Yes thanks non user, always great to hear from those who have surfed the waves and are now sunbathing on the beach! Don't for a minute be tempted back into the waves.....Lost I will be clinging onto you tonight and Saturday...","Yes thanks non user, always great to hear from those who have surfed the waves and are now sunbathing on the beach! Don't for a minute be tempted back into the waves.....Lost I will be clinging onto you tonight and Saturday...",False
ILostItInTheEarlyNineties,Fri 10-Feb-17 14:26:33,"Mmm sunbathing on the beach sounds nice, SO cold today.Yes we'll do a bit of tandem boarding tonight. My mantra for today is Keep Your Head Screwed On. I'm repeating to myself every time my mind wanders..","Mmm sunbathing on the beach sounds nice, SO cold today.Yes we'll do a bit of tandem boarding tonight. My mantra for today is Keep Your Head Screwed On. I'm repeating to myself every time my mind wanders..",False
AmberNectarine,Fri 10-Feb-17 14:59:25,Lxppog,Lxppog,False
AmberNectarine,Fri 10-Feb-17 15:10:40,"Well, that was embarrassing - have been lurking and evidently did a bit of pocket posting.Probably not quite ready to join the thread just yet.","Well, that was embarrassing - have been lurking and evidently did a bit of pocket posting.Probably not quite ready to join the thread just yet.",False
flatwhite45,Fri 10-Feb-17 15:16:33,Ha ha no worries Amber...as you were,Ha ha no worries Amber...as you were,False
ILostItInTheEarlyNineties,Fri 10-Feb-17 15:17:18," We're not going anywhere, Amber come and join us when you're ready (p.s did you throw up on the thread? )"," We're not going anywhere, Amber come and join us when you're ready (p.s did you throw up on the thread? )",False
INeedAWittyNameChange,Fri 10-Feb-17 16:12:24, Feeling so fed up. On the hand I'm quite glad that OH is out tonight but I'm also miffed that I'm not going to see him even though I know what would happen. I am so contrary!, Feeling so fed up. On the hand I'm quite glad that OH is out tonight but I'm also miffed that I'm not going to see him even though I know what would happen. I am so contrary!,False
GotToGetMyFingerOut,Fri 10-Feb-17 16:23:56,My danger times begun. The Friday feeling has set in. Does anyone else get it where you start start feeling bubbles of excitement and anticipation at what the night ahead could hold. Need to keep busy! Witty i always feel jealous and grumpy when my dh goes out cause I wish it was me!,My danger times begun. The Friday feeling has set in. Does anyone else get it where you start start feeling bubbles of excitement and anticipation at what the night ahead could hold. Need to keep busy! Witty i always feel jealous and grumpy when my dh goes out cause I wish it was me!,False
ILostItInTheEarlyNineties,Fri 10-Feb-17 16:38:22,"Yes I always get a bit antsy on a Friday! Just going with the feeling that I'm happy it's Friday and not thinking any harder than that at mo.  Got try playing it to the end, so don't concentrate on that first hit but play it through to hours later, the next day, how you'll feel and what you could have bought! That might help..? How is your lovely new carpet?","Yes I always get a bit antsy on a Friday! Just going with the feeling that I'm happy it's Friday and not thinking any harder than that at mo.  Got try playing it to the end, so don't concentrate on that first hit but play it through to hours later, the next day, how you'll feel and what you could have bought! That might help..? How is your lovely new carpet?",False
GotToGetMyFingerOut,Fri 10-Feb-17 16:49:31,Oh it's great sons room looks fab now. Dealer text my dh got some really good stuff this weekend. I'm remembering last Saturday not wasting the day again. Also got to get all dh stuff ready. Arghh. Going to keep busy cleaning and on here and got the designated driver to watch later.,Oh it's great sons room looks fab now. Dealer text my dh got some really good stuff this weekend. I'm remembering last Saturday not wasting the day again. Also got to get all dh stuff ready. Arghh. Going to keep busy cleaning and on here and got the designated driver to watch later.,False
GotToGetMyFingerOut,Fri 10-Feb-17 16:57:54, Designated survivor even not driver!, Designated survivor even not driver!,False
